"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV_1336" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Serendipitaceae" "g__Serendipita" NA
"ASV_1337" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__heimaeyensis"
"ASV_1338" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS04" "f__GS04_fam_Incertae_sedis" "g__GS04_gen_Incertae_sedis" NA
"ASV_1339" "k__Fungi" NA NA NA NA NA NA
"ASV_1340" "k__Fungi" NA NA NA NA NA NA
"ASV_1341" "k__Fungi" NA NA NA NA NA NA
"ASV_1342" "k__Fungi" "p__Chytridiomycota" "c__Chytridiomycetes" "o__Chytridiomycetes_ord_Incertae_sedis" "f__Chytridiomycetes_fam_Incertae_sedis" "g__Olpidiaster" "s__brassicae"
"ASV_1343" "k__Fungi" NA NA NA NA NA NA
"ASV_1344" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_1345" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Elasticomyces" "s__elasticus"
"ASV_1346" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Bolbitiaceae" "g__Conocybe" "s__velutipes"
"ASV_1347" "k__Fungi" NA NA NA NA NA NA
"ASV_1348" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Ploettnerulaceae" "g__Oculimacula" "s__yallundae"
"ASV_1349" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_1350" "k__Fungi" NA NA NA NA NA NA
"ASV_1351" "k__Fungi" NA NA NA NA NA NA
"ASV_1352" "k__Fungi" NA NA NA NA NA NA
"ASV_1353" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Slooffia" NA
"ASV_1354" "k__Fungi" NA NA NA NA NA NA
"ASV_1355" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Chionosphaeraceae" NA NA
"ASV_1356" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Simplicillium" "s__lanosoniveum"
"ASV_1357" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Massarinaceae" "g__Stagonospora" "s__trichophoricola"
"ASV_1358" "k__Fungi" "p__Sanchytriomycota" "c__Sanchytriomycetes" "o__Sanchytriales" "f__Sanchytriaceae" "g__Sanchytrium" NA
"ASV_1359" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_1360" "k__Fungi" NA NA NA NA NA NA
"ASV_1361" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_1362" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_1363" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Discinellaceae" "g__Pezoloma" "s__ericae"
"ASV_1364" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__opportunistica"
"ASV_1365" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Ophiocordycipitaceae" "g__Haptocillium" "s__sinense"
"ASV_1366" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" NA NA
"ASV_1367" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Cercospora" "s__coniogrammes"
"ASV_1368" "k__Fungi" NA NA NA NA NA NA
"ASV_1369" "k__Fungi" NA NA NA NA NA NA
"ASV_1370" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_1371" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Amphisphaeriales" "f__Sporocadaceae" "g__Synnemapestaloides" NA
"ASV_1372" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Scytalidium" "s__circinatum"
"ASV_1373" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Trimorphomycetaceae" "g__Saitozyma" "s__paraflava"
"ASV_1374" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" NA NA NA NA
"ASV_1375" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Tomentella" "s__atrobadia"
"ASV_1376" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" "f__Coniochaetaceae" "g__Coniochaeta" "s__cipronana"
"ASV_1377" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Pezizellaceae" "g__Calycina" "s__languida"
"ASV_1378" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Tulasnellaceae" "g__Tulasnellaceae_gen_Incertae_sedis" NA
"ASV_1379" "k__Fungi" NA NA NA NA NA NA
"ASV_1380" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__tephrensis"
"ASV_1381" "k__Fungi" NA NA NA NA NA NA
"ASV_1382" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Piskurozymaceae" "g__Solicoccozyma" NA
"ASV_1383" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Serendipitaceae" "g__Serendipita" NA
"ASV_1384" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Tetracladium" NA
"ASV_1385" "k__Fungi" NA NA NA NA NA NA
"ASV_1386" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" NA NA NA
"ASV_1387" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" NA NA NA
"ASV_1388" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Sclerotiniaceae" "g__Cristulariella" "s__depraedans"
"ASV_1389" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Pseudopithomyces" "s__chartarum"
"ASV_1390" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hydnangiaceae" "g__Laccaria" NA
"ASV_1391" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Venturiaceae" "g__Fagicola" "s__fagi"
"ASV_1392" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Niessliaceae" "g__Niesslia" "s__exosporioides"
"ASV_1393" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Schizotheciaceae" "g__Pseudoechria" "s__decidua"
"ASV_1394" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Lachnaceae" "g__Lachnum" "s__carneolum"
"ASV_1395" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_1396" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Dermateaceae" "g__Davidhawksworthia" "s__ilicicola"
"ASV_1397" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinales_fam_Incertae_sedis" "g__Sebacinales_gen_Incertae_sedis" NA
"ASV_1398" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_1399" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Cladophialophora" "s__minutissima"
"ASV_1400" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"ASV_1401" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Kiflimonium" NA
"ASV_1402" "k__Fungi" "p__Chytridiomycota" "c__Chytridiomycetes" "o__Chytridiales" "f__Chytridiaceae" "g__Dendrochytridium" "s__crassum"
"ASV_1403" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Pezizellaceae" "g__Microscypha" NA
"ASV_1404" "k__Fungi" "p__Ascomycota" "c__Pezizomycetes" "o__Pezizales" "f__Pezizaceae" "g__Peziza" NA
"ASV_1405" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_1406" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Cistella" NA
"ASV_1407" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiomycetes_ord_Incertae_sedis" "f__Symmetrosporaceae" "g__Symmetrospora" "s__symmetrica"
"ASV_1408" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Mycoarthris" "s__corallina"
"ASV_1409" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_1410" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Dermateaceae" "g__Pezicula" NA
"ASV_1411" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_1412" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_1413" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"ASV_1414" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Entoloma" "s__clandestinum"
"ASV_1415" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS11" "f__GS11_fam_Incertae_sedis" "g__GS11_gen_Incertae_sedis" NA
"ASV_1416" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiaceae" "g__Erythrobasidium" NA
"ASV_1417" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Kiflimonium" "s__curvulum"
"ASV_1418" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_1419" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hygrophoraceae" "g__Gliophorus" "s__psittacinus"
"ASV_1420" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV_1421" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Tulasnellaceae" "g__Tulasnellaceae_gen_Incertae_sedis" NA
"ASV_1422" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Ceratobasidiaceae_gen_Incertae_sedis" NA
"ASV_1423" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Leptodontidiaceae" "g__Leptodontidium" NA
"ASV_1424" "k__Fungi" NA NA NA NA NA NA
"ASV_1425" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Ceratobasidium" NA
"ASV_1426" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Neosetophoma" NA
"ASV_1427" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Leotiales" "f__Tympanidaceae" "g__Tympanis" "s__pini"
"ASV_1428" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Spizellomycetaceae" "g__Gaertneriomyces" "s__semiglobifer"
"ASV_1429" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Leotiales" "f__Tympanidaceae" "g__Tympanidaceae_gen_Incertae_sedis" NA
"ASV_1430" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dictyosporiaceae" "g__Pseudocoleophoma" NA
"ASV_1431" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_1432" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreaceae" "g__Trichoderma" NA
"ASV_1433" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hygrophoraceae" "g__Hygrocybe" "s__singeri"
"ASV_1434" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Reticulascaceae" "g__Reticulascus" "s__parahennebertii"
"ASV_1435" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Vacuiphoma" "s__ferulae"
"ASV_1436" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Thelebolales" "f__Pseudeurotiaceae" "g__Pseudogymnoascus" NA
"ASV_1437" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Leotiales" "f__Tympanidaceae" "g__Variabilispora" "s__flava"
"ASV_1438" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Venturiaceae" "g__Venturia" NA
"ASV_1439" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Tremellodendropsidales" "f__Tremellodendropsidales_fam_Incertae_sedis" "g__Tremellodendropsidales_gen_Incertae_sedis" NA
"ASV_1440" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" NA NA NA NA
"ASV_1441" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Dominikia" "s__achra"
"ASV_1442" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Leptosphaeria" NA
"ASV_1443" "k__Fungi" "p__Aphelidiomycota" "c__Aphelidiomycetes" "o__GS16" "f__GS16_fam_Incertae_sedis" "g__GS16_gen_Incertae_sedis" NA
"ASV_1444" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Tomentella" NA
"ASV_1445" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Tomentella" NA
"ASV_1446" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Paraconiothyrium" NA
"ASV_1447" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Pseudohyphozyma" NA
"ASV_1448" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Chaetasbolisia" "s__longiseta"
"ASV_1449" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV_1450" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Plenodomus" NA
"ASV_1451" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_1452" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_1453" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_1454" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Ramularia" "s__aplospora"
"ASV_1455" "k__Fungi" NA NA NA NA NA NA
"ASV_1456" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_1457" "k__Fungi" NA NA NA NA NA NA
"ASV_1458" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Neoascochyta" NA
"ASV_1459" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Linnemannia" "s__fatshederae"
"ASV_1460" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" NA
"ASV_1461" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Elasticomyces" "s__elasticus"
"ASV_1462" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Tilletiales" "f__Erratomycetaceae" "g__Erratomyces" "s__patelii"
"ASV_1463" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Cercospora" "s__coniogrammes"
"ASV_1464" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Thelephorales" "f__Thelephoraceae" "g__Thelephora" "s__versatilis"
"ASV_1465" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Paraphaeosphaeria" "s__neglecta"
"ASV_1466" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_1467" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_1468" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"ASV_1469" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_1470" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Curvibasidium" NA
"ASV_1471" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Lophiostoma" "s__corticola"
"ASV_1472" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Venturiaceae" "g__Venturia" "s__catenospora"
"ASV_1473" "k__Fungi" NA NA NA NA NA NA
"ASV_1474" "k__Fungi" NA NA NA NA NA NA
"ASV_1475" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Venturiaceae" "g__Venturia" NA
"ASV_1476" "k__Fungi" NA NA NA NA NA NA
"ASV_1477" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_1478" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Alternaria" "s__metachromatica"
"ASV_1479" "k__Fungi" NA NA NA NA NA NA
"ASV_1480" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__melezitolytica"
"ASV_1481" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_1482" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__globalpina"
"ASV_1483" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Neopyrenochaetaceae" "g__Neopyrenochaeta" "s__acicola"
"ASV_1484" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__intraradices"
"ASV_1485" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_1486" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriaceae" NA NA
"ASV_1487" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" NA NA
"ASV_1488" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" NA NA NA NA
"ASV_1489" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"ASV_1490" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"ASV_1491" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Thelebolales" "f__Pseudeurotiaceae" "g__Leuconeurospora" NA
"ASV_1492" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Piskurozymaceae" "g__Solicoccozyma" "s__terricola"
"ASV_1493" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hydnangiaceae" "g__Laccaria" NA
"ASV_1494" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Hymenoscyphus" "s__tetracladius"
"ASV_1495" "k__Fungi" NA NA NA NA NA NA
"ASV_1496" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Ceratobasidium" NA
"ASV_1497" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" NA NA NA
"ASV_1498" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Schizothecium" NA
"ASV_1499" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Amphisphaeriales" NA NA NA
"ASV_1500" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Lophiostoma" "s__corticola"
"ASV_1501" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_1502" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" "s__phragmitis"
"ASV_1503" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Dermateaceae" "g__Davidhawksworthia" "s__ilicicola"
"ASV_1504" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetales_fam_Incertae_sedis" "g__Archaeorhizomycetales_gen_Incertae_sedis" NA
"ASV_1505" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Clavariaceae" "g__Clavulinopsis" "s__corniculata"
"ASV_1506" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Powellomycetaceae" "g__Geranomyces" "s__variabilis"
"ASV_1507" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Thelebolales" "f__Thelebolaceae" "g__Thelebolus" "s__globosus"
"ASV_1508" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Kriegeriales" "f__Kriegeriales_fam_Incertae_sedis" "g__Kriegeriales_gen_Incertae_sedis" NA
"ASV_1509" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_1510" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" NA NA
"ASV_1511" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Ceratobasidiaceae_gen_Incertae_sedis" NA
"ASV_1512" "k__Fungi" NA NA NA NA NA NA
"ASV_1513" "k__Fungi" NA NA NA NA NA NA
"ASV_1514" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Trechispora" "s__invisitata"
"ASV_1515" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"ASV_1516" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Pilocarpaceae" "g__Micarea" "s__nigella"
"ASV_1517" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Rhizophydiales_gen_Incertae_sedis" NA
"ASV_1518" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_1519" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Paraphaeosphaeria" NA
"ASV_1520" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Ceratobasidiaceae" "g__Ceratobasidiaceae_gen_Incertae_sedis" NA
"ASV_1521" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Rhytismatales" "f__Rhytismataceae" "g__Coccomyces" "s__australis"
"ASV_1522" "k__Fungi" NA NA NA NA NA NA
"ASV_1523" "k__Fungi" "p__Ascomycota" "c__Taphrinomycetes" "o__Taphrinales" "f__Taphrinaceae" "g__Taphrina" NA
"ASV_1524" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetales_fam_Incertae_sedis" "g__Candida" "s__parapsilosis"
"ASV_1525" "k__Fungi" NA NA NA NA NA NA
"ASV_1526" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" NA NA NA
"ASV_1527" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_1528" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Pleuroascaceae" "g__Entimomentora" "s__hyalina"
"ASV_1529" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Serendipitaceae" "g__Serendipita" NA
"ASV_1530" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_1531" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Botryobasidiaceae" "g__Botryobasidium" "s__obtusisporum"
"ASV_1532" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Leptodontidiaceae" "g__Leptodontidium" NA
