GENUS	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
Neostictis	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Atrophysma	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	NA	NA	cyanobacterial	NA
Dijigiella	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	NA	NA	chlorococcoid	NA
Hosseusiella	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	NA	NA	chlorococcoid	NA
Nevilleiella	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	NA	NA	chlorococcoid	NA
Rehmaniella	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	NA	NA	chlorococcoid	NA
Teuvoahtiana	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	NA	NA	chlorococcoid	NA
Upretia	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	NA	NA	chlorococcoid	NA
Carneothele	lichenized	NA	NA	NA	NA	NA	NA	NA	NA	thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	chlorococcoid	NA
Turquoiseomyces	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	Eucalyptus	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Oidiopsis	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Typhulochaeta	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Arachnoscypha	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chrysodisca	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	NA	NA	NA	NA
Annabella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Lawreyella	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	NA	NA	NA	NA
Phaeangella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Geocoryne	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chaetoscypha	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Eubelonis	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Arboricolonus	plant_pathogen	wood_saprotroph	NA	NA	wood_pathogen	wood	NA	NA	Prunus	NA	NA	NA	NA	NA	NA	NA
Asterocalyx	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Brefeldochium	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kukwaea	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	NA	NA	NA	NA
Pachydisca	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Patinellaria	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phragmonaevia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gamarada	root_endophyte	soil_saprotroph	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Scolecolachnum	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	ferns	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Tubolachnum	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Tapesia	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Phialina	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ploettnerula	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pseudolanzia	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	NA	NA	NA	NA
Staheliella	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Mycopappus	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Srinivasanomyces	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Aotearoamyces	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Blastosporium	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	Nicotiana	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Heufleria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mycomelanea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Triblidiopsis	wood_saprotroph	foliar_endophyte	NA	foliar_endophyte	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ascophanus	dung_saprotroph	NA	NA	NA	NA	dung,animal_material	keratinolytic	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Dennisiopsis	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Geocavicola	NA	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	apothecium_(hymenium_on_surface)	smooth	NA	NA	NA	NA
Lasiocupulina	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pseudocoprotus	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pygmaeosphaera	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ascopersicus	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Diploceras	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Disaeta	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	Arbutus	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Distononappendiculata	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Diversimediispora	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Nonappendiculata	litter_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Parabartalinia	litter_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pseudosarcostroma	NA	NA	NA	NA	NA	NA	NA	NA	Osyris	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Xenoseimatosporium	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Victoriomyces	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Miyoshiella	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Neonawawia	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Dactylidispora	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Echinusitheca	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pseudomicrothecium	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Myrtonectria	plant_pathogen	wood_saprotroph	NA	NA	wood_pathogen	wood	NA	NA	Syzygium	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Myrtoporthe	plant_pathogen	wood_saprotroph	NA	NA	wood_pathogen	wood	NA	NA	Eucalyptus	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Kamalia	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	Mallotus	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Flavignomonia	plant_pathogen	wood_saprotroph	NA	NA	wood_pathogen	wood	NA	NA	Rhus	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Septomelanconiella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Sheathospora	plant_pathogen	wood_saprotroph	NA	NA	wood_pathogen	wood	NA	NA	Cornus	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Neophaeoappendicospora	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Neopseudomelanconis	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Aquimonospora	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Proliferophorum	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Brunneochlamydosporium	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Brunneomyces	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chlamydosporiella	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Furcasterigmium	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Fuscohypha	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Musidium	plant_pathogen	root-associated	NA	root-associated	root_pathogen	roots	NA	NA	Musa	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Nigrocephalum	animal_parasite	NA	NA	NA	NA	NA	NA	animal_parasite_opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Paragibellulopsis	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Paramusicillium	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Phialoparvum	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Sayamraella	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Summerbellia	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Theobromium	NA	NA	NA	NA	NA	NA	NA	NA	Theobroma	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chrysonectria	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pilonectria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Helicocollum	animal_parasite	NA	NA	NA	NA	NA	NA	arthropod_parasite	scale_insects	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Nigelia	animal_parasite	NA	NA	NA	NA	NA	NA	arthropod_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Romanoa	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Neobaryopsis	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Kiflimonium	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Stephanoma	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Murinectria	unspecified_saprotroph	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Neoeucasphaeria	NA	NA	NA	NA	NA	NA	NA	NA	Eucalyptus	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Parasarocladium	NA	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Hyalinostachys	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Bifusisporella	foliar_endophyte	foliar_endophyte	NA	foliar_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Setameliola	plant_pathogen	epiphyte	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Amphitrite	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Aniptosporopsis	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Lautisporopsis	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Paraaniptodera	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Fairmania	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Synnematotriadelphia	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Afroraffaelea	plant_pathogen	arthropod-associated	NA	NA	wood_pathogen	NA	NA	arthropod-associated	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Neomonodictys	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Allobotryotrichum	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	Saccharum	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Episternus	animal_parasite	NA	NA	NA	NA	NA	NA	arthropod_parasite	Onthophagus	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Guarroa	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Phaeobotrys	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Elbamycella	plant_pathogen	litter_saprotroph	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	seagrasses	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Neospadicoides	wood_saprotroph	litter_saprotroph	NA	NA	NA	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Allodiatrype	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Halocryptovalsa	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Neoeutypella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	Pinus	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Natonodosa	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Xenoanthostomella	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Alishanica	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	Miscanthus	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Buerenia	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	Myrrhidendron	dimorphic_yeast	NA	NA	NA	NA	NA	NA
Lignomphalia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Vanromburghia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	agaricoid	smooth	NA	NA	NA	NA
Limacellopsis	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Zhuliangomyces	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Anupama	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Rigidotubus	wood_saprotroph	NA	NA	NA	NA	wood	white_rot	NA	NA	filamentous_mycelium	corticioid	poroid	NA	NA	NA	NA
Sinohygrocybe	litter_saprotroph	soil_saprotroph	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Paragymnopus	wood_saprotroph	litter_saprotroph	NA	NA	NA	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Pusillomyces	wood_saprotroph	litter_saprotroph	NA	NA	NA	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	agaricoid	smooth	NA	NA	NA	NA
Chrysomycena	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Leucoinocybe	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Pulverulina	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Pleuromyces	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	Fagus	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Xerophorus	litter_saprotroph	soil_saprotroph	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	agaricoid	gills	NA	NA	NA	NA
Gelacantha	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	tremelloid	smooth	NA	NA	NA	NA
Grammatus	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	tremelloid	hydnoid	NA	NA	NA	NA
Hyalodon	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	tremelloid	hydnoid	NA	NA	NA	NA
Hydrophana	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	tremelloid	smooth	NA	NA	NA	NA
Mycostilla	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	tremelloid	smooth	NA	NA	NA	NA
Myxariellum	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	tremelloid	smooth	NA	NA	NA	NA
Ofella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	tremelloid	smooth	NA	NA	NA	NA
Protoacia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	tremelloid	hydnoid	NA	NA	NA	NA
Stypellopsis	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	tremelloid	smooth	NA	NA	NA	NA
Indoporus	ectomycorrhizal	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	agaricoid	poroid	NA	NA	NA	NA
Ionosporus	ectomycorrhizal	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	agaricoid	poroid	NA	NA	NA	NA
Longistriata	ectomycorrhizal	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	gasteroid-hypogeous	closed	NA	NA	NA	NA
Spongispora	ectomycorrhizal	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	agaricoid	poroid	NA	NA	NA	NA
Neoacladium	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	corticioid	smooth	NA	NA	NA	NA
Bergerella	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Laeticorticium	wood_saprotroph	NA	NA	NA	NA	wood	white_rot	NA	NA	filamentous_mycelium	corticioid	smooth	NA	NA	NA	NA
Hydnoporia	wood_saprotroph	NA	NA	NA	NA	wood	white_rot	NA	NA	filamentous_mycelium	corticioid	smooth	NA	NA	NA	NA
Grandinia	wood_saprotroph	NA	NA	NA	NA	wood	white_rot	NA	NA	filamentous_mycelium	corticioid	hydnoid	NA	NA	NA	NA
Ranadivia	wood_saprotroph	NA	NA	NA	NA	wood	brown_rot	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Gloeoporellus	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Resiniporus	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Kusaghiporia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Hermanssonia	wood_saprotroph	NA	NA	NA	NA	wood	white_rot	NA	NA	filamentous_mycelium	corticioid	smooth	NA	NA	NA	NA
Hydnophanerochaete	wood_saprotroph	NA	NA	NA	NA	wood	white_rot	NA	NA	filamentous_mycelium	corticioid	hydnoid	NA	NA	NA	NA
Pappia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Stereophlebia	wood_saprotroph	NA	NA	NA	NA	wood	white-rot	NA	NA	filamentous_mycelium	corticioid	other	NA	NA	NA	NA
Crepatura	wood_saprotroph	NA	NA	NA	NA	wood	white-rot	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Efibulella	wood_saprotroph	NA	NA	NA	NA	wood	white-rot	NA	NA	filamentous_mycelium	corticioid	smooth	NA	NA	NA	NA
Odontoefibula	wood_saprotroph	NA	NA	NA	NA	wood	white-rot	NA	NA	filamentous_mycelium	corticioid	hydnoid	NA	NA	NA	NA
Cinereomycetella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Dextrinoporus	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Endopandanicola	foliar_endophyte	foliar_endophyte	NA	foliar_endophyte	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Murinicarpus	NA	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Pilatotrama	wood_saprotroph	NA	NA	NA	NA	wood	white-rot	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Szczepkamyces	wood_saprotroph	NA	NA	NA	NA	wood	white-rot	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Amaropostia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Calcipostia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Cyanosporus	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Cystidiopostia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Fuscopostia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Elaphroporia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Trianguloporus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trullella	wood_saprotroph	NA	NA	NA	NA	wood	white_rot	NA	NA	filamentous_mycelium	polyporoid	poroid	NA	NA	NA	NA
Parapterulicium	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	clavarioid	smooth	NA	NA	NA	NA
Confertextum	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	corticioid	smooth	NA	NA	NA	NA
Gloeosoma	wood_saprotroph	NA	NA	NA	NA	wood	white_rot	NA	NA	filamentous_mycelium	cyphelloid	other	NA	NA	NA	NA
Matula	wood_saprotroph	NA	NA	NA	NA	wood	white_rot	NA	NA	filamentous_mycelium	corticioid	smooth	NA	NA	NA	NA
